index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,geometry,VL
1255,37,194112421,Cygnus olor,2017-03-20,3,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,4.0,data/images/cygnus_olor/original/194112421.jpg,434,665988,211495,data/images/cygnus_olor/cropped/194112421.jpg,POINT (665988 211495),3929.79
1256,38,194112401,Cygnus olor,2017-03-20,3,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/cygnus_olor/original/194112401.jpg,434,665988,211495,data/images/cygnus_olor/cropped/194112401.jpg,POINT (665988 211495),2391.82
1257,39,193843851,Cygnus olor,2019-12-18,12,Teppes de Verbois,46.1804,6.0148,3.0,data/images/cygnus_olor/original/193843851.jpg,369,490059,115325,data/images/cygnus_olor/cropped/193843851.jpg,POINT (490059 115325),5429.31
1258,40,193317231,Cygnus olor,2019-12-15,12,Lac Lema,46.5061,6.6259,5.0,data/images/cygnus_olor/original/193317231.jpg,372,537618,150856,data/images/cygnus_olor/cropped/193317231.jpg,POINT (537618 150856),234.7
1259,41,191840751,Cygnus olor,2011-06-14,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/cygnus_olor/original/191840751.jpg,434,666530,211301,data/images/cygnus_olor/cropped/191840751.jpg,POINT (666530 211301),2013.5
1260,42,191840611,Cygnus olor,2011-06-14,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/cygnus_olor/original/191840611.jpg,434,666530,211301,data/images/cygnus_olor/cropped/191840611.jpg,POINT (666530 211301),1157.22
1261,43,191840601,Cygnus olor,2011-06-14,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/cygnus_olor/original/191840601.jpg,434,666530,211301,data/images/cygnus_olor/cropped/191840601.jpg,POINT (666530 211301),424.62
1262,44,191676651,Cygnus olor,2015-01-31,1,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/cygnus_olor/original/191676651.jpg,193,709562,113248,data/images/cygnus_olor/cropped/191676651.jpg,POINT (709562 113248),818.27
1263,45,191676531,Cygnus olor,2015-01-31,1,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/cygnus_olor/original/191676531.jpg,193,709562,113248,data/images/cygnus_olor/cropped/191676531.jpg,POINT (709562 113248),4466.31
1264,46,191658981,Cygnus olor,2015-01-04,1,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/cygnus_olor/original/191658981.jpg,193,709562,113248,data/images/cygnus_olor/cropped/191658981.jpg,POINT (709562 113248),1129.14
1265,47,191512091,Cygnus olor,2016-01-31,1,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/cygnus_olor/original/191512091.jpg,193,709562,113248,data/images/cygnus_olor/cropped/191512091.jpg,POINT (709562 113248),709.7
1266,48,190717931,Cygnus olor,2011-09-22,9,Interlaken,46.6869,7.8522,0.0,data/images/cygnus_olor/original/190717931.jpg,566,631638,170714,data/images/cygnus_olor/cropped/190717931.jpg,POINT (631638 170714),220.92
1267,49,190619751,Cygnus olor,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/cygnus_olor/original/190619751.jpg,372,501507,118330,data/images/cygnus_olor/cropped/190619751.jpg,POINT (501507 118330),903.47
1268,50,190619271,Cygnus olor,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/cygnus_olor/original/190619271.jpg,372,501507,118330,data/images/cygnus_olor/cropped/190619271.jpg,POINT (501507 118330),814.75
1269,52,189776781,Cygnus olor,2019-03-08,3,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/cygnus_olor/original/189776781.jpg,193,709562,113248,data/images/cygnus_olor/cropped/189776781.jpg,POINT (709562 113248),533.52
1270,53,187212261,Cygnus olor,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/cygnus_olor/original/187212261.jpg,407,683712,246341,data/images/cygnus_olor/cropped/187212261.jpg,POINT (683712 246341),303.82
1271,54,187212251,Cygnus olor,2019-11-09,11,Seefeldquai,47.3626,8.5468,3.0,data/images/cygnus_olor/original/187212251.jpg,407,683712,246341,data/images/cygnus_olor/cropped/187212251.jpg,POINT (683712 246341),175.23
1272,55,187212241,Cygnus olor,2019-11-09,11,Seefeldquai,47.3626,8.5468,3.0,data/images/cygnus_olor/original/187212241.jpg,407,683712,246341,data/images/cygnus_olor/cropped/187212241.jpg,POINT (683712 246341),324.16
1273,56,187212231,Cygnus olor,2019-11-09,11,Seefeldquai,47.3626,8.5468,3.0,data/images/cygnus_olor/original/187212231.jpg,407,683712,246341,data/images/cygnus_olor/cropped/187212231.jpg,POINT (683712 246341),272.7
1274,57,187212211,Cygnus olor,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/cygnus_olor/original/187212211.jpg,407,683712,246341,data/images/cygnus_olor/cropped/187212211.jpg,POINT (683712 246341),228.31
1275,58,187212191,Cygnus olor,2019-11-09,11,Seefeldquai,47.3626,8.5468,4.0,data/images/cygnus_olor/original/187212191.jpg,407,683712,246341,data/images/cygnus_olor/cropped/187212191.jpg,POINT (683712 246341),231.8
1276,59,187125131,Cygnus olor,2019-05-04,5,Fanel--Inseln und Lagunen,46.9812,7.041,0.0,data/images/cygnus_olor/original/187125131.jpg,430,569747,203425,data/images/cygnus_olor/cropped/187125131.jpg,POINT (569747 203425),1193.17
1277,60,186459511,Cygnus olor,2015-03-27,3,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/cygnus_olor/original/186459511.jpg,193,709562,113248,data/images/cygnus_olor/cropped/186459511.jpg,POINT (709562 113248),734.51
1278,61,186458131,Cygnus olor,2015-03-28,3,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/cygnus_olor/original/186458131.jpg,193,709562,113248,data/images/cygnus_olor/cropped/186458131.jpg,POINT (709562 113248),494.43
1279,62,186458051,Cygnus olor,2015-03-28,3,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/cygnus_olor/original/186458051.jpg,193,709562,113248,data/images/cygnus_olor/cropped/186458051.jpg,POINT (709562 113248),554.18
1280,63,186458031,Cygnus olor,2015-03-28,3,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/cygnus_olor/original/186458031.jpg,193,709562,113248,data/images/cygnus_olor/cropped/186458031.jpg,POINT (709562 113248),633.52
1281,64,186457681,Cygnus olor,2015-03-07,3,Bolle di Magadino--Nord--Bolla Rossa,46.1618,8.8571,0.0,data/images/cygnus_olor/original/186457681.jpg,193,709562,113248,data/images/cygnus_olor/cropped/186457681.jpg,POINT (709562 113248),400.22
1282,66,182749271,Cygnus olor,2019-10-17,10,Frauenwinkel (general area),47.212,8.7873,4.0,data/images/cygnus_olor/original/182749271.jpg,406,702165,229885,data/images/cygnus_olor/cropped/182749271.jpg,POINT (702165 229885),256.31
1283,68,182455961,Cygnus olor,2019-10-16,10,Brüglingen Botanischen Gartens,47.5362,7.6138,3.5,data/images/cygnus_olor/original/182455961.jpg,265,613190,265067,data/images/cygnus_olor/cropped/182455961.jpg,POINT (613190 265067),789.02
1284,69,182455951,Cygnus olor,2019-10-16,10,Brüglingen Botanischen Gartens,47.5362,7.6138,3.5,data/images/cygnus_olor/original/182455951.jpg,265,613190,265067,data/images/cygnus_olor/cropped/182455951.jpg,POINT (613190 265067),687.44
1285,70,181523191,Cygnus olor,2019-10-11,10,Klingnauer Stausee,47.5833,8.2333,4.5,data/images/cygnus_olor/original/181523191.jpg,318,659782,270592,data/images/cygnus_olor/cropped/181523191.jpg,POINT (659782 270592),527.62
1286,71,181523151,Cygnus olor,2019-10-11,10,Klingnauer Stausee,47.5833,8.2333,3.0,data/images/cygnus_olor/original/181523151.jpg,318,659782,270592,data/images/cygnus_olor/cropped/181523151.jpg,POINT (659782 270592),530.15
1287,72,181493271,Cygnus olor,2019-09-19,9,Arboretum Zürich,47.3628,8.5363,3.0,data/images/cygnus_olor/original/181493271.jpg,406,682918,246352,data/images/cygnus_olor/cropped/181493271.jpg,POINT (682918 246352),1310.01
1288,73,179542011,Cygnus olor,2014-12-23,12,Geneva,46.2052,6.1393,0.0,data/images/cygnus_olor/original/179542011.jpg,381,499717,117915,data/images/cygnus_olor/cropped/179542011.jpg,POINT (499717 117915),762.77
1289,74,178861221,Cygnus olor,2019-09-15,9,Luzern Stadt (City of Lucerne),47.0501,8.3093,0.0,data/images/cygnus_olor/original/178861221.jpg,435,666157,211374,data/images/cygnus_olor/cropped/178861221.jpg,POINT (666157 211374),729.39
1290,75,178317221,Cygnus olor,2019-09-13,9,Klingnauer Stausee,47.5833,8.2333,5.0,data/images/cygnus_olor/original/178317221.jpg,318,659782,270592,data/images/cygnus_olor/cropped/178317221.jpg,POINT (659782 270592),892.55
1291,76,178231201,Cygnus olor,2009-04-13,4,Jetée du Jet d'eau,46.2061,6.1573,0.0,data/images/cygnus_olor/original/178231201.jpg,372,501107,117992,data/images/cygnus_olor/cropped/178231201.jpg,POINT (501107 117992),717.08
1292,77,177185241,Cygnus olor,2009-10-11,10,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,4.0,data/images/cygnus_olor/original/177185241.jpg,261,620719,265311,data/images/cygnus_olor/cropped/177185241.jpg,POINT (620719 265311),138.36
1293,78,177185231,Cygnus olor,2009-10-11,10,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,0.0,data/images/cygnus_olor/original/177185231.jpg,261,620719,265311,data/images/cygnus_olor/cropped/177185231.jpg,POINT (620719 265311),130.96
1294,79,177184451,Cygnus olor,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,0.0,data/images/cygnus_olor/original/177184451.jpg,261,620719,265311,data/images/cygnus_olor/cropped/177184451.jpg,POINT (620719 265311),569.74
1295,81,177182381,Cygnus olor,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,4.0,data/images/cygnus_olor/original/177182381.jpg,261,620719,265311,data/images/cygnus_olor/cropped/177182381.jpg,POINT (620719 265311),539.77
1296,82,177182361,Cygnus olor,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/cygnus_olor/original/177182361.jpg,261,620719,265311,data/images/cygnus_olor/cropped/177182361.jpg,POINT (620719 265311),2753.02
1297,83,177182331,Cygnus olor,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/cygnus_olor/original/177182331.jpg,261,620719,265311,data/images/cygnus_olor/cropped/177182331.jpg,POINT (620719 265311),2117.75
1298,84,177182311,Cygnus olor,2009-06-04,6,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/cygnus_olor/original/177182311.jpg,261,620719,265311,data/images/cygnus_olor/cropped/177182311.jpg,POINT (620719 265311),2817.88
1299,86,177032591,Cygnus olor,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/cygnus_olor/original/177032591.jpg,261,620719,265311,data/images/cygnus_olor/cropped/177032591.jpg,POINT (620719 265311),723.28
1300,87,177032221,Cygnus olor,2019-05-13,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,3.0,data/images/cygnus_olor/original/177032221.jpg,261,620719,265311,data/images/cygnus_olor/cropped/177032221.jpg,POINT (620719 265311),3088.1
1301,88,177009901,Cygnus olor,2019-09-13,9,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/cygnus_olor/original/177009901.jpg,318,659782,270592,data/images/cygnus_olor/cropped/177009901.jpg,POINT (659782 270592),892.55
1302,89,176744621,Cygnus olor,2019-07-18,7,Fanel--Centre Nature ASPO (Sauge),46.9746,7.0519,0.0,data/images/cygnus_olor/original/176744621.jpg,432,570573,202687,data/images/cygnus_olor/cropped/176744621.jpg,POINT (570573 202687),989.82
1303,90,174635291,Cygnus olor,2019-07-20,7,Lütschinendelta,46.691,7.8985,3.0,data/images/cygnus_olor/original/174635291.jpg,564,635177,171190,data/images/cygnus_olor/cropped/174635291.jpg,POINT (635177 171190),286.52
1304,91,174635271,Cygnus olor,2019-07-20,7,Lütschinendelta,46.691,7.8985,4.0,data/images/cygnus_olor/original/174635271.jpg,564,635177,171190,data/images/cygnus_olor/cropped/174635271.jpg,POINT (635177 171190),358.95
1305,92,173455601,Cygnus olor,2019-08-13,8,Rorschach--Hafen,47.4795,9.4925,4.0,data/images/cygnus_olor/original/173455601.jpg,396,754797,260774,data/images/cygnus_olor/cropped/173455601.jpg,POINT (754797 260774),821.6
1306,94,173058821,Cygnus olor,2018-02-24,2,"Münsterbrücke, Zürich, Zürich, CH (47.37, 8.542)",47.3698,8.5422,3.0,data/images/cygnus_olor/original/173058821.jpg,408,683353,247137,data/images/cygnus_olor/cropped/173058821.jpg,POINT (683353 247137),82.3
1307,95,172495191,Cygnus olor,2019-08-14,8,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/cygnus_olor/original/172495191.jpg,318,659782,270592,data/images/cygnus_olor/cropped/172495191.jpg,POINT (659782 270592),179.28
1308,96,172101891,Cygnus olor,2012-06-11,6,Stadt Basel (City of Basel),47.5596,7.5885,4.0,data/images/cygnus_olor/original/172101891.jpg,252,611280,267665,data/images/cygnus_olor/cropped/172101891.jpg,POINT (611280 267665),347.71
1309,97,171804101,Cygnus olor,2018-07-01,7,Seefeldquai,47.3626,8.5468,0.0,data/images/cygnus_olor/original/171804101.jpg,407,683712,246341,data/images/cygnus_olor/cropped/171804101.jpg,POINT (683712 246341),2710.62
1310,98,171326911,Cygnus olor,2013-05-13,5,Parc Mon Repos et de la Perle du Lac,46.2199,6.1521,0.0,data/images/cygnus_olor/original/171326911.jpg,377,500731,119533,data/images/cygnus_olor/cropped/171326911.jpg,POINT (500731 119533),1173.86
1311,99,170975291,Cygnus olor,2015-10-26,10,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/cygnus_olor/original/170975291.jpg,318,659782,270592,data/images/cygnus_olor/cropped/170975291.jpg,POINT (659782 270592),1017.74
1312,100,170498721,Cygnus olor,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/cygnus_olor/original/170498721.jpg,372,499993,117810,data/images/cygnus_olor/cropped/170498721.jpg,POINT (499993 117810),393.36
1313,101,170498711,Cygnus olor,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/cygnus_olor/original/170498711.jpg,372,499993,117810,data/images/cygnus_olor/cropped/170498711.jpg,POINT (499993 117810),1277.23
1314,102,170498691,Cygnus olor,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/cygnus_olor/original/170498691.jpg,372,499993,117810,data/images/cygnus_olor/cropped/170498691.jpg,POINT (499993 117810),543.29
1315,103,170202811,Cygnus olor,2019-07-18,7,"Bahnhof, Flüelen, Uri, CH",46.9019,8.6229,0.0,data/images/cygnus_olor/original/170202811.jpg,434,690233,195213,data/images/cygnus_olor/cropped/170202811.jpg,POINT (690233 195213),458.83
1316,104,169984831,Cygnus olor,2019-03-10,3,"Hauptstrasse 170, Brienz CH-Bern (46.7546,8.0428)",46.7546,8.0428,3.0,data/images/cygnus_olor/original/169984831.jpg,605,646160,178334,data/images/cygnus_olor/cropped/169984831.jpg,POINT (646160 178334),449.87
1317,105,169589621,Cygnus olor,2019-07-14,7,"Parco della Pace, Locarno, Ticino, CH",46.1593,8.8036,0.0,data/images/cygnus_olor/original/169589621.jpg,193,705435,112897,data/images/cygnus_olor/cropped/169589621.jpg,POINT (705435 112897),1108.84
1318,106,168903081,Cygnus olor,2019-05-18,5,Luzern Stadt (City of Lucerne),47.0501,8.3093,0.0,data/images/cygnus_olor/original/168903081.jpg,435,666157,211374,data/images/cygnus_olor/cropped/168903081.jpg,POINT (666157 211374),4031.53
1319,107,168903061,Cygnus olor,2019-05-18,5,Luzern Stadt (City of Lucerne),47.0501,8.3093,0.0,data/images/cygnus_olor/original/168903061.jpg,435,666157,211374,data/images/cygnus_olor/cropped/168903061.jpg,POINT (666157 211374),177.78
1320,108,168198921,Cygnus olor,2019-07-13,7,"Lac Léman, Veytaux CH-Vaud (46,4122,6,9285)",46.4122,6.9285,0.0,data/images/cygnus_olor/original/168198921.jpg,372,560775,140222,data/images/cygnus_olor/cropped/168198921.jpg,POINT (560775 140222),1642.21
1321,109,166157011,Cygnus olor,2016-01-22,1,Seefeldquai,47.3626,8.5468,3.0,data/images/cygnus_olor/original/166157011.jpg,407,683712,246341,data/images/cygnus_olor/cropped/166157011.jpg,POINT (683712 246341),290.1
1322,110,165868561,Cygnus olor,2011-06-10,6,Naturschutzgebiet Weissenau,46.6735,7.8259,3.0,data/images/cygnus_olor/original/165868561.jpg,558,629633,169214,data/images/cygnus_olor/cropped/165868561.jpg,POINT (629633 169214),590.42
1323,111,165598341,Cygnus olor,2019-06-24,6,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/cygnus_olor/original/165598341.jpg,408,683281,247925,data/images/cygnus_olor/cropped/165598341.jpg,POINT (683281 247925),844.78
1324,112,165594591,Cygnus olor,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/cygnus_olor/original/165594591.jpg,407,683712,246341,data/images/cygnus_olor/cropped/165594591.jpg,POINT (683712 246341),3000.51
1325,113,165594581,Cygnus olor,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/cygnus_olor/original/165594581.jpg,407,683712,246341,data/images/cygnus_olor/cropped/165594581.jpg,POINT (683712 246341),574.64
1326,114,161018871,Cygnus olor,2010-11-09,11,Niederriedstausee,46.9964,7.2435,0.0,data/images/cygnus_olor/original/161018871.jpg,463,585158,205057,data/images/cygnus_olor/cropped/161018871.jpg,POINT (585158 205057),15830.42
1327,115,161018411,Cygnus olor,2019-05-21,5,Schadau,46.7458,7.6374,5.0,data/images/cygnus_olor/original/161018411.jpg,558,615189,177198,data/images/cygnus_olor/cropped/161018411.jpg,POINT (615189 177198),661.49
1328,116,157939141,Cygnus olor,2016-09-13,9,Grindelwald,46.6242,8.0417,0.0,data/images/cygnus_olor/original/157939141.jpg,1048,646188,163838,data/images/cygnus_olor/cropped/157939141.jpg,POINT (646188 163838),659.65
1329,117,153345141,Cygnus olor,2019-04-19,4,Port et Canal de Gletterens,46.9082,6.9285,0.0,data/images/cygnus_olor/original/153345141.jpg,429,561135,195360,data/images/cygnus_olor/cropped/153345141.jpg,POINT (561135 195360),1730.55
1330,118,153345121,Cygnus olor,2019-04-19,4,Port et Canal de Gletterens,46.9082,6.9285,0.0,data/images/cygnus_olor/original/153345121.jpg,429,561135,195360,data/images/cygnus_olor/cropped/153345121.jpg,POINT (561135 195360),1496.47
1331,119,150711951,Cygnus olor,2019-04-12,4,Port Choiseul,46.2879,6.1719,4.5,data/images/cygnus_olor/original/150711951.jpg,372,502381,127066,data/images/cygnus_olor/cropped/150711951.jpg,POINT (502381 127066),185.26
1332,120,150594721,Cygnus olor,2019-04-11,4,Port Choiseul,46.2879,6.1719,5.0,data/images/cygnus_olor/original/150594721.jpg,372,502381,127066,data/images/cygnus_olor/cropped/150594721.jpg,POINT (502381 127066),365.24
1333,121,150594531,Cygnus olor,2019-04-11,4,Port Choiseul,46.2879,6.1719,5.0,data/images/cygnus_olor/original/150594531.jpg,372,502381,127066,data/images/cygnus_olor/cropped/150594531.jpg,POINT (502381 127066),263.43
1334,122,150152861,Cygnus olor,2019-04-08,4,Port Choiseul,46.2879,6.1719,5.0,data/images/cygnus_olor/original/150152861.jpg,372,502381,127066,data/images/cygnus_olor/cropped/150152861.jpg,POINT (502381 127066),305.55
1335,123,149721151,Cygnus olor,2013-03-10,3,urich,47.3704,8.5433,0.0,data/images/cygnus_olor/original/149721151.jpg,408,683435,247205,data/images/cygnus_olor/cropped/149721151.jpg,POINT (683435 247205),395.07
1336,124,149354421,Cygnus olor,2015-04-02,4,Ouchy,46.5057,6.6273,0.0,data/images/cygnus_olor/original/149354421.jpg,372,537725,150811,data/images/cygnus_olor/cropped/149354421.jpg,POINT (537725 150811),242.43
1337,125,148064311,Cygnus olor,2006-09-17,9,Rapperswil--Kloster,47.2269,8.8115,0.0,data/images/cygnus_olor/original/148064311.jpg,406,703969,231573,data/images/cygnus_olor/cropped/148064311.jpg,POINT (703969 231573),98.48
1338,126,147929731,Cygnus olor,2019-03-29,3,Zug Stadt,47.1674,8.5137,5.0,data/images/cygnus_olor/original/147929731.jpg,416,681509,224606,data/images/cygnus_olor/cropped/147929731.jpg,POINT (681509 224606),854.1
1339,127,147428481,Cygnus olor,2019-03-17,3,Badestrand Brüggli,47.1765,8.4962,4.0,data/images/cygnus_olor/original/147428481.jpg,413,680168,225600,data/images/cygnus_olor/cropped/147428481.jpg,POINT (680168 225600),458.83
1340,128,146310391,Cygnus olor,2005-10-30,10,Fanel--Chablais de Cudrefin,46.9777,7.037000000000001,0.0,data/images/cygnus_olor/original/146310391.jpg,429,569441,203038,data/images/cygnus_olor/cropped/146310391.jpg,POINT (569441 203038),1182.88
1341,129,143806991,Cygnus olor,2019-02-24,2,Île Rousseau,46.2059,6.1477,0.0,data/images/cygnus_olor/original/143806991.jpg,372,500366,117982,data/images/cygnus_olor/cropped/143806991.jpg,POINT (500366 117982),578.48
1342,130,143806931,Cygnus olor,2019-02-24,2,Île Rousseau,46.2059,6.1477,0.0,data/images/cygnus_olor/original/143806931.jpg,372,500366,117982,data/images/cygnus_olor/cropped/143806931.jpg,POINT (500366 117982),512.26
1343,131,143512781,Cygnus olor,2019-03-03,3,Ouchy,46.5057,6.6273,0.0,data/images/cygnus_olor/original/143512781.jpg,372,537725,150811,data/images/cygnus_olor/cropped/143512781.jpg,POINT (537725 150811),449.41
1344,132,143095391,Cygnus olor,2012-04-29,4,Jetée du Jet d'eau,46.2061,6.1573,0.0,data/images/cygnus_olor/original/143095391.jpg,372,501107,117992,data/images/cygnus_olor/cropped/143095391.jpg,POINT (501107 117992),751.31
1345,133,143095201,Cygnus olor,2012-04-29,4,Jetée du Jet d'eau,46.2061,6.1573,0.0,data/images/cygnus_olor/original/143095201.jpg,372,501107,117992,data/images/cygnus_olor/cropped/143095201.jpg,POINT (501107 117992),263.41
1346,134,142105601,Cygnus olor,2019-02-22,2,Port de Neuchâtel,46.9903,6.9354,0.0,data/images/cygnus_olor/original/142105601.jpg,429,561719,204483,data/images/cygnus_olor/cropped/142105601.jpg,POINT (561719 204483),243.01
1347,135,141951181,Cygnus olor,2019-02-21,2,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/cygnus_olor/original/141951181.jpg,408,683281,247925,data/images/cygnus_olor/cropped/141951181.jpg,POINT (683281 247925),647.61
1348,136,141951161,Cygnus olor,2019-02-21,2,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/cygnus_olor/original/141951161.jpg,408,683281,247925,data/images/cygnus_olor/cropped/141951161.jpg,POINT (683281 247925),467.4
1349,137,140193251,Cygnus olor,2004-06-15,6,Luzern Stadt (City of Lucerne),47.0501,8.3093,0.0,data/images/cygnus_olor/original/140193251.jpg,435,666157,211374,data/images/cygnus_olor/cropped/140193251.jpg,POINT (666157 211374),1815.59
1350,138,138666391,Cygnus olor,2014-04-24,4,CH-TI-Lugano-11 Viale Carlo Cattaneo,46.005,8.958,0.0,data/images/cygnus_olor/original/138666391.jpg,272,717693,95966,data/images/cygnus_olor/cropped/138666391.jpg,POINT (717693 95966),249.17
1351,139,138666201,Cygnus olor,2014-04-23,4,"46.0050x8.9581 - Apr 23, 2014, 5:27 PM",46.005,8.9581,0.0,data/images/cygnus_olor/original/138666201.jpg,272,717700,95966,data/images/cygnus_olor/cropped/138666201.jpg,POINT (717700 95966),807.74
1352,140,138666101,Cygnus olor,2014-04-20,4,Riva Antonio Caccia on Lake Lugano,45.9991,8.9495,0.0,data/images/cygnus_olor/original/138666101.jpg,271,717047,95298,data/images/cygnus_olor/cropped/138666101.jpg,POINT (717047 95298),642.13
1353,141,138213201,Cygnus olor,2012-05-17,5,Naturschutzgebiet Weissenau,46.6735,7.8259,0.0,data/images/cygnus_olor/original/138213201.jpg,558,629633,169214,data/images/cygnus_olor/cropped/138213201.jpg,POINT (629633 169214),1663.08
1354,142,137462381,Cygnus olor,2006-07-12,7,walensee,47.1393,9.1226,0.0,data/images/cygnus_olor/original/137462381.jpg,419,727735,222295,data/images/cygnus_olor/cropped/137462381.jpg,POINT (727735 222295),4115.55
1355,143,136581721,Cygnus olor,2015-04-06,4,Fanel--Centre Nature ASPO (Sauge),46.9746,7.0519,0.0,data/images/cygnus_olor/original/136581721.jpg,432,570573,202687,data/images/cygnus_olor/cropped/136581721.jpg,POINT (570573 202687),3557.54
1356,146,134101711,Cygnus olor,2013-03-03,3,Île Rousseau,46.2059,6.1477,0.0,data/images/cygnus_olor/original/134101711.jpg,372,500366,117982,data/images/cygnus_olor/cropped/134101711.jpg,POINT (500366 117982),2915.22
1357,147,134101701,Cygnus olor,2013-03-03,3,Île Rousseau,46.2059,6.1477,0.0,data/images/cygnus_olor/original/134101701.jpg,372,500366,117982,data/images/cygnus_olor/cropped/134101701.jpg,POINT (500366 117982),2376.81
1358,148,134101691,Cygnus olor,2013-03-03,3,Île Rousseau,46.2059,6.1477,0.0,data/images/cygnus_olor/original/134101691.jpg,372,500366,117982,data/images/cygnus_olor/cropped/134101691.jpg,POINT (500366 117982),6135.21
1359,149,134101681,Cygnus olor,2013-03-03,3,Île Rousseau,46.2059,6.1477,0.0,data/images/cygnus_olor/original/134101681.jpg,372,500366,117982,data/images/cygnus_olor/cropped/134101681.jpg,POINT (500366 117982),1075.37
1360,150,134101671,Cygnus olor,2013-03-03,3,Île Rousseau,46.2059,6.1477,3.0,data/images/cygnus_olor/original/134101671.jpg,372,500366,117982,data/images/cygnus_olor/cropped/134101671.jpg,POINT (500366 117982),960.26
1361,151,132508151,Cygnus olor,1996-06-12,6,NSG Häftli,47.1457,7.3363,0.0,data/images/cygnus_olor/original/132508151.jpg,427,592238,221641,data/images/cygnus_olor/cropped/132508151.jpg,POINT (592238 221641),415.92
1362,152,131306431,Cygnus olor,2016-05-27,5,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/cygnus_olor/original/131306431.jpg,434,666530,211301,data/images/cygnus_olor/cropped/131306431.jpg,POINT (666530 211301),378.56
1363,153,127043681,Cygnus olor,2014-05-04,5,Oetwil an der Limmat,47.4226,8.4031,5.0,data/images/cygnus_olor/original/127043681.jpg,383,672775,252868,data/images/cygnus_olor/cropped/127043681.jpg,POINT (672775 252868),594.11
1364,154,125530441,Cygnus olor,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,4.0,data/images/cygnus_olor/original/125530441.jpg,396,754797,260774,data/images/cygnus_olor/cropped/125530441.jpg,POINT (754797 260774),257.94
1365,155,125530211,Cygnus olor,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,4.5,data/images/cygnus_olor/original/125530211.jpg,396,754797,260774,data/images/cygnus_olor/cropped/125530211.jpg,POINT (754797 260774),403.57
1366,156,125530201,Cygnus olor,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/cygnus_olor/original/125530201.jpg,396,754797,260774,data/images/cygnus_olor/cropped/125530201.jpg,POINT (754797 260774),618.3
1367,157,121579611,Cygnus olor,2018-10-31,10,Klingnauer Stausee,47.5833,8.2333,3.0,data/images/cygnus_olor/original/121579611.jpg,318,659782,270592,data/images/cygnus_olor/cropped/121579611.jpg,POINT (659782 270592),4617.73
