index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,VL
1396,208,71112321,Cygnus olor,1990-04-25,4,Nyon,46.3838,6.2356,3.5,data/images/cygnus_olor/original/71112321.jpg,399,507453,137648,data/images/cygnus_olor/cropped/71112321.jpg,141.47
1397,209,70692181,Cygnus olor,2017-09-23,9,Greifensee (general area),47.3507,8.6771,4.125,data/images/cygnus_olor/original/70692181.jpg,435,693575,245166,data/images/cygnus_olor/cropped/70692181.jpg,1393.2
1398,210,70692171,Cygnus olor,2017-09-23,9,Greifensee (general area),47.3507,8.6771,3.0,data/images/cygnus_olor/original/70692171.jpg,435,693575,245166,data/images/cygnus_olor/cropped/70692171.jpg,523.3
1399,212,69984831,Cygnus olor,2017-08-30,8,"(47.4767,9.5862) alter Rhein to lake",47.4767,9.5862,3.0,data/images/cygnus_olor/original/69984831.jpg,398,761866,260652,data/images/cygnus_olor/cropped/69984831.jpg,423.99
1400,215,67026221,Cygnus olor,2013-11-30,11,Port de Portalban,46.9243,6.955,4.0,data/images/cygnus_olor/original/67026221.jpg,429,563165,197137,data/images/cygnus_olor/cropped/67026221.jpg,892.63
1401,216,67024421,Cygnus olor,2014-02-09,2,Estavayer-le-Lac - port,46.8521,6.8389,5.0,data/images/cygnus_olor/original/67024421.jpg,429,554261,189172,data/images/cygnus_olor/cropped/67024421.jpg,1102.21
1402,217,66948931,Cygnus olor,2015-03-20,3,Port et Canal de Gletterens,46.9082,6.9285,4.5,data/images/cygnus_olor/original/66948931.jpg,429,561135,195360,data/images/cygnus_olor/cropped/66948931.jpg,335.84
1403,218,66821861,Cygnus olor,2015-11-21,11,Estavayer-le-Lac - port,46.8521,6.8389,3.0,data/images/cygnus_olor/original/66821861.jpg,429,554261,189172,data/images/cygnus_olor/cropped/66821861.jpg,285.72
1404,220,66820321,Cygnus olor,2016-03-02,3,Port de Portalban,46.9243,6.955,4.0,data/images/cygnus_olor/original/66820321.jpg,429,563165,197137,data/images/cygnus_olor/cropped/66820321.jpg,537.08
1405,223,62696421,Cygnus olor,2014-05-30,5,Quai de Cologny,46.2226,6.1813,3.5,data/images/cygnus_olor/original/62696421.jpg,377,502989,119796,data/images/cygnus_olor/cropped/62696421.jpg,2809.35
1406,224,62418581,Cygnus olor,2017-07-02,7,Luzern Stadt (City of Lucerne),47.0501,8.3093,3.5,data/images/cygnus_olor/original/62418581.jpg,435,666157,211374,data/images/cygnus_olor/cropped/62418581.jpg,4575.09
1407,225,62369311,Cygnus olor,2007-07-21,7,Iseltwald,46.7118,7.9655,3.5,data/images/cygnus_olor/original/62369311.jpg,572,640286,173534,data/images/cygnus_olor/cropped/62369311.jpg,3169.02
1408,227,61223181,Cygnus olor,2017-06-10,6,Rade de Genève (Geneva Bay),46.2111,6.1597,3.5,data/images/cygnus_olor/original/61223181.jpg,372,501302,118545,data/images/cygnus_olor/cropped/61223181.jpg,882.41
1409,228,61030441,Cygnus olor,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.0,data/images/cygnus_olor/original/61030441.jpg,396,731552,279384,data/images/cygnus_olor/cropped/61030441.jpg,3362.83
1410,232,61027231,Cygnus olor,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,4.5,data/images/cygnus_olor/original/61027231.jpg,396,754797,260774,data/images/cygnus_olor/cropped/61027231.jpg,689.25
1411,233,60094581,Cygnus olor,2015-05-13,5,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.75,data/images/cygnus_olor/original/60094581.jpg,434,665988,211495,data/images/cygnus_olor/cropped/60094581.jpg,533.69
1412,234,60009431,Cygnus olor,2017-06-01,6,Île de Préverenges,46.5074,6.5355,5.0,data/images/cygnus_olor/original/60009431.jpg,372,530681,151077,data/images/cygnus_olor/cropped/60009431.jpg,505.87
1413,235,60009421,Cygnus olor,2017-06-01,6,Île de Préverenges,46.5074,6.5355,5.0,data/images/cygnus_olor/original/60009421.jpg,372,530681,151077,data/images/cygnus_olor/cropped/60009421.jpg,436.9
1414,237,57835421,Cygnus olor,2017-04-08,4,Port et Canal de Gletterens,46.9082,6.9285,4.8,data/images/cygnus_olor/original/57835421.jpg,429,561135,195360,data/images/cygnus_olor/cropped/57835421.jpg,1004.25
1415,239,56398481,Cygnus olor,2012-08-21,8,Città di Lugano,46.0035,8.9513,3.0,data/images/cygnus_olor/original/56398481.jpg,273,717177,95790,data/images/cygnus_olor/cropped/56398481.jpg,196.98
1416,241,55479611,Cygnus olor,2017-04-19,4,Kreuzlingen--Seepark,47.6519,9.1897,3.0,data/images/cygnus_olor/original/55479611.jpg,396,731552,279384,data/images/cygnus_olor/cropped/55479611.jpg,402.89
1417,245,54306571,Cygnus olor,2016-06-15,6,Aesch,47.2584,8.231,3.0,data/images/cygnus_olor/original/54306571.jpg,452,659974,234468,data/images/cygnus_olor/cropped/54306571.jpg,2374.27
1418,247,54145571,Cygnus olor,2017-04-11,4,Port de Céligny,46.348,6.2087,3.0,data/images/cygnus_olor/original/54145571.jpg,372,505322,133701,data/images/cygnus_olor/cropped/54145571.jpg,4660.14
1419,248,54145141,Cygnus olor,2017-04-11,4,Port de Céligny,46.348,6.2087,3.333333333333333,data/images/cygnus_olor/original/54145141.jpg,372,505322,133701,data/images/cygnus_olor/cropped/54145141.jpg,568.0
1420,255,48242741,Cygnus olor,2017-02-13,2,Embouchure de la Chamberonne,46.5171,6.5868,3.5,data/images/cygnus_olor/original/48242741.jpg,373,534630,152111,data/images/cygnus_olor/cropped/48242741.jpg,305.81
1421,258,46427041,Cygnus olor,2017-01-24,1,Port des Pierrettes,46.5171,6.5778,3.5,data/images/cygnus_olor/original/46427041.jpg,374,533939,152119,data/images/cygnus_olor/cropped/46427041.jpg,390.49
1422,264,40161981,Cygnus olor,2011-05-26,5,Rheinfall,47.6782,8.613999999999999,2.6666666666666665,data/images/cygnus_olor/original/40161981.jpg,359,688262,281502,data/images/cygnus_olor/cropped/40161981.jpg,716.86
1423,265,40161881,Cygnus olor,2011-05-23,5,Lake Zurich--Northern end,47.3646,8.5448,3.0,data/images/cygnus_olor/original/40161881.jpg,406,683557,246561,data/images/cygnus_olor/cropped/40161881.jpg,2321.79
1424,268,38453331,Cygnus olor,2010-05-18,5,Geneva,46.2131,6.1441,3.0,data/images/cygnus_olor/original/38453331.jpg,386,500102,118787,data/images/cygnus_olor/cropped/38453331.jpg,1622.42
1425,271,37846801,Cygnus olor,2013-09-14,9,Lake Lucerne,47.023,8.3546,3.0,data/images/cygnus_olor/original/37846801.jpg,434,669634,208401,data/images/cygnus_olor/cropped/37846801.jpg,1853.4
1426,274,32439901,Cygnus olor,2016-06-22,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/cygnus_olor/original/32439901.jpg,372,499993,117810,data/images/cygnus_olor/cropped/32439901.jpg,4593.87
1427,275,29630971,Cygnus olor,2016-01-12,1,Jetée et Port des Pâquis,46.2102,6.1546,3.0,data/images/cygnus_olor/original/29630971.jpg,372,500907,118451,data/images/cygnus_olor/cropped/29630971.jpg,552.16
1428,276,28677021,Cygnus olor,2016-03-26,3,West shore of Lake Lucerne from the river to the Wagner museum,47.0473,8.3202,4.666666666666667,data/images/cygnus_olor/original/28677021.jpg,434,666989,211072,data/images/cygnus_olor/cropped/28677021.jpg,1149.22
1429,277,26957871,Cygnus olor,2016-04-10,4,Founex,46.331,6.1921,3.0,data/images/cygnus_olor/original/26957871.jpg,400,504014,131832,data/images/cygnus_olor/cropped/26957871.jpg,1413.26
1430,278,26924561,Cygnus olor,2016-04-10,4,Klingnauer Stausee,47.5833,8.2333,3.0,data/images/cygnus_olor/original/26924561.jpg,318,659782,270592,data/images/cygnus_olor/cropped/26924561.jpg,1618.44
1431,279,25751121,Cygnus olor,2016-03-10,3,CH-Nidwalden-Ennetbürgen-Strandweg - 46.9809x8.4189,46.9809,8.4189,4.5,data/images/cygnus_olor/original/25751121.jpg,434,674580,203780,data/images/cygnus_olor/cropped/25751121.jpg,727.9
1432,281,24747591,Cygnus olor,2016-02-21,2,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/cygnus_olor/original/24747591.jpg,406,704027,230873,data/images/cygnus_olor/cropped/24747591.jpg,1509.54
1433,283,24747571,Cygnus olor,2016-02-21,2,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/cygnus_olor/original/24747571.jpg,406,704027,230873,data/images/cygnus_olor/cropped/24747571.jpg,1309.77
1434,284,24747561,Cygnus olor,2016-02-21,2,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/cygnus_olor/original/24747561.jpg,406,704027,230873,data/images/cygnus_olor/cropped/24747561.jpg,938.34
1435,285,24746391,Cygnus olor,2016-02-21,2,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/cygnus_olor/original/24746391.jpg,406,704027,230873,data/images/cygnus_olor/cropped/24746391.jpg,810.43
1437,0,206614091,Pyrrhocorax graculus,2018-05-20,5,Pilatus,46.9796,8.2544,3.0,data/images/pyrrhocorax_graculus/original/206614091.jpg,2019,662067,203492,data/images/pyrrhocorax_graculus/cropped/206614091.jpg,879.74
1438,2,200487391,Pyrrhocorax graculus,2020-01-16,1,"Morgins, La O restaurant",46.2249,6.8613,4.0,data/images/pyrrhocorax_graculus/original/200487391.jpg,1822,555455,119437,data/images/pyrrhocorax_graculus/cropped/200487391.jpg,578.73
1439,3,200487381,Pyrrhocorax graculus,2020-01-16,1,"Morgins, La O restaurant",46.2249,6.8613,4.0,data/images/pyrrhocorax_graculus/original/200487381.jpg,1822,555455,119437,data/images/pyrrhocorax_graculus/cropped/200487381.jpg,1552.48
1440,4,200137261,Pyrrhocorax graculus,2016-03-19,3,Titlis,46.7721,8.4377,0.0,data/images/pyrrhocorax_graculus/original/200137261.jpg,3020,676306,180588,data/images/pyrrhocorax_graculus/cropped/200137261.jpg,1601.18
1441,5,200137231,Pyrrhocorax graculus,2016-03-19,3,Titlis,46.7721,8.4377,0.0,data/images/pyrrhocorax_graculus/original/200137231.jpg,3020,676306,180588,data/images/pyrrhocorax_graculus/cropped/200137231.jpg,701.99
1442,6,199971591,Pyrrhocorax graculus,2016-06-26,6,Niederhorn,46.7107,7.7751,0.0,data/images/pyrrhocorax_graculus/original/199971591.jpg,1955,625728,173332,data/images/pyrrhocorax_graculus/cropped/199971591.jpg,3542.63
1443,8,199890881,Pyrrhocorax graculus,2020-01-11,1,Schilthorn,46.5571,7.8354,3.0,data/images/pyrrhocorax_graculus/original/199890881.jpg,2884,630425,156278,data/images/pyrrhocorax_graculus/cropped/199890881.jpg,803.39
1444,9,199890871,Pyrrhocorax graculus,2020-01-11,1,Schilthorn,46.5571,7.8354,3.0,data/images/pyrrhocorax_graculus/original/199890871.jpg,2884,630425,156278,data/images/pyrrhocorax_graculus/cropped/199890871.jpg,532.34
1445,15,199886171,Pyrrhocorax graculus,2020-01-10,1,Jungfraujoch - Sphinx,46.5474,7.9848,3.0,data/images/pyrrhocorax_graculus/original/199886171.jpg,3450,641889,155269,data/images/pyrrhocorax_graculus/cropped/199886171.jpg,2337.68
1446,17,199886151,Pyrrhocorax graculus,2020-01-10,1,Jungfraujoch - Sphinx,46.5474,7.9848,3.0,data/images/pyrrhocorax_graculus/original/199886151.jpg,3450,641889,155269,data/images/pyrrhocorax_graculus/cropped/199886151.jpg,2651.44
1447,18,197433651,Pyrrhocorax graculus,2019-10-24,10,Pilatus,46.9796,8.2544,0.0,data/images/pyrrhocorax_graculus/original/197433651.jpg,2019,662067,203492,data/images/pyrrhocorax_graculus/cropped/197433651.jpg,461.2
1448,19,197146651,Pyrrhocorax graculus,2020-01-02,1,Schilthorn,46.5571,7.8354,3.0,data/images/pyrrhocorax_graculus/original/197146651.jpg,2884,630425,156278,data/images/pyrrhocorax_graculus/cropped/197146651.jpg,3541.12
1449,20,197146641,Pyrrhocorax graculus,2020-01-02,1,Schilthorn,46.5571,7.8354,3.0,data/images/pyrrhocorax_graculus/original/197146641.jpg,2884,630425,156278,data/images/pyrrhocorax_graculus/cropped/197146641.jpg,6028.15
1450,21,196205501,Pyrrhocorax graculus,2019-12-25,12,Murren,46.5596,7.8921,0.0,data/images/pyrrhocorax_graculus/original/196205501.jpg,1644,634772,156580,data/images/pyrrhocorax_graculus/cropped/196205501.jpg,1678.43
1451,22,196094821,Pyrrhocorax graculus,2019-12-24,12,Murren,46.5596,7.8921,0.0,data/images/pyrrhocorax_graculus/original/196094821.jpg,1644,634772,156580,data/images/pyrrhocorax_graculus/cropped/196094821.jpg,1242.66
1452,25,192238881,Pyrrhocorax graculus,2019-12-07,12,Zermatt--Gornergrat,45.9833,7.7847,3.0,data/images/pyrrhocorax_graculus/original/192238881.jpg,3081,626818,92474,data/images/pyrrhocorax_graculus/cropped/192238881.jpg,1021.28
1453,26,192238831,Pyrrhocorax graculus,2019-12-07,12,Zermatt--Gornergrat,45.9833,7.7847,4.0,data/images/pyrrhocorax_graculus/original/192238831.jpg,3081,626818,92474,data/images/pyrrhocorax_graculus/cropped/192238831.jpg,540.93
1454,27,192233501,Pyrrhocorax graculus,2019-12-08,12,Zermatt--Stadt (City of Zermatt),46.0215,7.7472,3.0,data/images/pyrrhocorax_graculus/original/192233501.jpg,1609,623895,96708,data/images/pyrrhocorax_graculus/cropped/192233501.jpg,608.88
1455,28,191166011,Pyrrhocorax graculus,2019-11-20,11,Titlis,46.7721,8.4377,0.0,data/images/pyrrhocorax_graculus/original/191166011.jpg,3020,676306,180588,data/images/pyrrhocorax_graculus/cropped/191166011.jpg,629.36
1456,29,191166001,Pyrrhocorax graculus,2019-11-20,11,Titlis,46.7721,8.4377,0.0,data/images/pyrrhocorax_graculus/original/191166001.jpg,3020,676306,180588,data/images/pyrrhocorax_graculus/cropped/191166001.jpg,418.23
1457,30,190779251,Pyrrhocorax graculus,2016-05-21,5,Schrattenfluh,46.8433,7.9855,4.0,data/images/pyrrhocorax_graculus/original/190779251.jpg,1591,641714,188163,data/images/pyrrhocorax_graculus/cropped/190779251.jpg,3315.73
1458,31,190779241,Pyrrhocorax graculus,2016-05-21,5,Schrattenfluh,46.8433,7.9855,4.0,data/images/pyrrhocorax_graculus/original/190779241.jpg,1591,641714,188163,data/images/pyrrhocorax_graculus/cropped/190779241.jpg,674.99
1459,32,190582861,Pyrrhocorax graculus,2015-11-19,11,Sigriswiler Rothorn,46.7308,7.7705,3.0,data/images/pyrrhocorax_graculus/original/190582861.jpg,1903,625367,175565,data/images/pyrrhocorax_graculus/cropped/190582861.jpg,320.97
1460,33,190582801,Pyrrhocorax graculus,2015-11-19,11,Sigriswiler Rothorn,46.7308,7.7705,4.0,data/images/pyrrhocorax_graculus/original/190582801.jpg,1903,625367,175565,data/images/pyrrhocorax_graculus/cropped/190582801.jpg,205.54
1461,34,189763111,Pyrrhocorax graculus,2019-11-24,11,Niederhorn,46.7107,7.7751,3.0,data/images/pyrrhocorax_graculus/original/189763111.jpg,1955,625728,173332,data/images/pyrrhocorax_graculus/cropped/189763111.jpg,6408.86
1462,35,185120821,Pyrrhocorax graculus,2019-10-17,10,Niederhorn,46.7107,7.7751,0.0,data/images/pyrrhocorax_graculus/original/185120821.jpg,1955,625728,173332,data/images/pyrrhocorax_graculus/cropped/185120821.jpg,360.37
1463,38,181800871,Pyrrhocorax graculus,2019-09-29,9,Pilatus,46.9796,8.2544,3.0,data/images/pyrrhocorax_graculus/original/181800871.jpg,2019,662067,203492,data/images/pyrrhocorax_graculus/cropped/181800871.jpg,1363.61
1464,39,178192091,Pyrrhocorax graculus,2019-09-21,9,Col de Bretolet,46.1427,6.7962,4.0,data/images/pyrrhocorax_graculus/original/178192091.jpg,1884,550357,110339,data/images/pyrrhocorax_graculus/cropped/178192091.jpg,240.8
1465,40,178192081,Pyrrhocorax graculus,2019-09-21,9,Col de Bretolet,46.1427,6.7962,4.0,data/images/pyrrhocorax_graculus/original/178192081.jpg,1884,550357,110339,data/images/pyrrhocorax_graculus/cropped/178192081.jpg,232.7
1466,42,177232901,Pyrrhocorax graculus,2019-08-22,8,Säntis Gipfel,47.2492,9.3429,0.0,data/images/pyrrhocorax_graculus/original/177232901.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/177232901.jpg,3696.02
1467,43,177232881,Pyrrhocorax graculus,2019-08-22,8,Säntis Gipfel,47.2492,9.3429,0.0,data/images/pyrrhocorax_graculus/original/177232881.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/177232881.jpg,4966.31
1468,44,177232851,Pyrrhocorax graculus,2019-08-22,8,Säntis Gipfel,47.2492,9.3429,0.0,data/images/pyrrhocorax_graculus/original/177232851.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/177232851.jpg,1394.45
1469,45,177232841,Pyrrhocorax graculus,2019-08-22,8,Säntis Gipfel,47.2492,9.3429,0.0,data/images/pyrrhocorax_graculus/original/177232841.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/177232841.jpg,1768.55
1470,46,177232821,Pyrrhocorax graculus,2019-08-22,8,Säntis Gipfel,47.2492,9.3429,0.0,data/images/pyrrhocorax_graculus/original/177232821.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/177232821.jpg,1413.32
1471,47,174660301,Pyrrhocorax graculus,2019-07-20,7,Niederhorn,46.7107,7.7751,3.0,data/images/pyrrhocorax_graculus/original/174660301.jpg,1955,625728,173332,data/images/pyrrhocorax_graculus/cropped/174660301.jpg,535.34
1472,48,174660281,Pyrrhocorax graculus,2019-07-20,7,Niederhorn,46.7107,7.7751,4.0,data/images/pyrrhocorax_graculus/original/174660281.jpg,1955,625728,173332,data/images/pyrrhocorax_graculus/cropped/174660281.jpg,6145.48
1473,49,174660271,Pyrrhocorax graculus,2019-07-20,7,Niederhorn,46.7107,7.7751,5.0,data/images/pyrrhocorax_graculus/original/174660271.jpg,1955,625728,173332,data/images/pyrrhocorax_graculus/cropped/174660271.jpg,14150.25
1474,50,174660261,Pyrrhocorax graculus,2019-07-20,7,Niederhorn,46.7107,7.7751,4.0,data/images/pyrrhocorax_graculus/original/174660261.jpg,1955,625728,173332,data/images/pyrrhocorax_graculus/cropped/174660261.jpg,592.99
1475,51,174660251,Pyrrhocorax graculus,2019-07-20,7,Niederhorn,46.7107,7.7751,4.0,data/images/pyrrhocorax_graculus/original/174660251.jpg,1955,625728,173332,data/images/pyrrhocorax_graculus/cropped/174660251.jpg,2589.99
1476,52,174486301,Pyrrhocorax graculus,2017-07-31,7,Pilatus,46.9796,8.2544,0.0,data/images/pyrrhocorax_graculus/original/174486301.jpg,2019,662067,203492,data/images/pyrrhocorax_graculus/cropped/174486301.jpg,1727.39
1477,53,174467431,Pyrrhocorax graculus,2019-08-16,8,Säntis Gipfel,47.2492,9.3429,4.0,data/images/pyrrhocorax_graculus/original/174467431.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/174467431.jpg,2236.38
1478,54,174467421,Pyrrhocorax graculus,2019-08-16,8,Säntis Gipfel,47.2492,9.3429,3.0,data/images/pyrrhocorax_graculus/original/174467421.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/174467421.jpg,1491.93
1479,55,174467411,Pyrrhocorax graculus,2019-08-16,8,Säntis Gipfel,47.2492,9.3429,3.0,data/images/pyrrhocorax_graculus/original/174467411.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/174467411.jpg,1069.43
1480,56,174467401,Pyrrhocorax graculus,2019-08-16,8,Säntis Gipfel,47.2492,9.3429,3.0,data/images/pyrrhocorax_graculus/original/174467401.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/174467401.jpg,712.79
1481,57,174467391,Pyrrhocorax graculus,2019-08-16,8,Säntis Gipfel,47.2492,9.3429,5.0,data/images/pyrrhocorax_graculus/original/174467391.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/174467391.jpg,1642.67
1482,58,174467381,Pyrrhocorax graculus,2019-08-16,8,Säntis Gipfel,47.2492,9.3429,4.5,data/images/pyrrhocorax_graculus/original/174467381.jpg,2417,744146,234892,data/images/pyrrhocorax_graculus/cropped/174467381.jpg,1012.51
1483,59,173822881,Pyrrhocorax graculus,2019-06-30,6,Gemmipass,46.3976,7.6148,0.0,data/images/pyrrhocorax_graculus/original/173822881.jpg,2250,613548,138486,data/images/pyrrhocorax_graculus/cropped/173822881.jpg,2227.37
1484,60,173822861,Pyrrhocorax graculus,2019-06-30,6,Gemmipass,46.3976,7.6148,0.0,data/images/pyrrhocorax_graculus/original/173822861.jpg,2250,613548,138486,data/images/pyrrhocorax_graculus/cropped/173822861.jpg,134.59
1485,61,173720961,Pyrrhocorax graculus,2019-08-19,8,Pilatus,46.9796,8.2544,5.0,data/images/pyrrhocorax_graculus/original/173720961.jpg,2019,662067,203492,data/images/pyrrhocorax_graculus/cropped/173720961.jpg,369.68
1486,62,173133731,Pyrrhocorax graculus,2019-08-09,8,Kleine Scheidegg,46.5866,7.9605,0.0,data/images/pyrrhocorax_graculus/original/173133731.jpg,2070,639997,159614,data/images/pyrrhocorax_graculus/cropped/173133731.jpg,645.53
1487,63,173133661,Pyrrhocorax graculus,2019-08-09,8,Kleine Scheidegg,46.5866,7.9605,0.0,data/images/pyrrhocorax_graculus/original/173133661.jpg,2070,639997,159614,data/images/pyrrhocorax_graculus/cropped/173133661.jpg,666.15
1488,64,173133651,Pyrrhocorax graculus,2019-08-09,8,Kleine Scheidegg,46.5866,7.9605,0.0,data/images/pyrrhocorax_graculus/original/173133651.jpg,2070,639997,159614,data/images/pyrrhocorax_graculus/cropped/173133651.jpg,743.7
1489,65,173133641,Pyrrhocorax graculus,2019-08-09,8,Kleine Scheidegg,46.5866,7.9605,0.0,data/images/pyrrhocorax_graculus/original/173133641.jpg,2070,639997,159614,data/images/pyrrhocorax_graculus/cropped/173133641.jpg,589.88
1490,66,173133471,Pyrrhocorax graculus,2019-08-09,8,Kleine Scheidegg,46.5866,7.9605,0.0,data/images/pyrrhocorax_graculus/original/173133471.jpg,2070,639997,159614,data/images/pyrrhocorax_graculus/cropped/173133471.jpg,2061.13
1491,67,173133461,Pyrrhocorax graculus,2019-08-09,8,Kleine Scheidegg,46.5866,7.9605,0.0,data/images/pyrrhocorax_graculus/original/173133461.jpg,2070,639997,159614,data/images/pyrrhocorax_graculus/cropped/173133461.jpg,899.53
1492,68,173133081,Pyrrhocorax graculus,2019-08-09,8,Jungfraujoch - Sphinx,46.5474,7.9848,0.0,data/images/pyrrhocorax_graculus/original/173133081.jpg,3450,641889,155269,data/images/pyrrhocorax_graculus/cropped/173133081.jpg,887.21
1493,69,173133071,Pyrrhocorax graculus,2019-08-09,8,Jungfraujoch - Sphinx,46.5474,7.9848,0.0,data/images/pyrrhocorax_graculus/original/173133071.jpg,3450,641889,155269,data/images/pyrrhocorax_graculus/cropped/173133071.jpg,663.44
1494,70,173034181,Pyrrhocorax graculus,2019-08-16,8,Rochers de Naye,46.4318,6.9764,4.0,data/images/pyrrhocorax_graculus/original/173034181.jpg,1951,564471,142378,data/images/pyrrhocorax_graculus/cropped/173034181.jpg,657.36
1495,71,173034161,Pyrrhocorax graculus,2019-08-16,8,Rochers de Naye,46.4318,6.9764,5.0,data/images/pyrrhocorax_graculus/original/173034161.jpg,1951,564471,142378,data/images/pyrrhocorax_graculus/cropped/173034161.jpg,1221.74
1496,72,173034151,Pyrrhocorax graculus,2019-08-16,8,Rochers de Naye,46.4318,6.9764,5.0,data/images/pyrrhocorax_graculus/original/173034151.jpg,1951,564471,142378,data/images/pyrrhocorax_graculus/cropped/173034151.jpg,2635.34
1497,73,171581291,Pyrrhocorax graculus,2007-08-04,8,Pilatus,46.9796,8.2544,0.0,data/images/pyrrhocorax_graculus/original/171581291.jpg,2019,662067,203492,data/images/pyrrhocorax_graculus/cropped/171581291.jpg,490.79
1498,74,171492851,Pyrrhocorax graculus,2019-06-08,6,Val Piora,46.5466,8.7221,0.0,data/images/pyrrhocorax_graculus/original/171492851.jpg,1963,698436,155839,data/images/pyrrhocorax_graculus/cropped/171492851.jpg,217.82
1499,75,170940851,Pyrrhocorax graculus,2019-07-31,7,Zermatt--Gornergrat,45.9833,7.7847,0.0,data/images/pyrrhocorax_graculus/original/170940851.jpg,3081,626818,92474,data/images/pyrrhocorax_graculus/cropped/170940851.jpg,1378.42
1500,76,170940831,Pyrrhocorax graculus,2019-07-31,7,Zermatt--Gornergrat,45.9833,7.7847,0.0,data/images/pyrrhocorax_graculus/original/170940831.jpg,3081,626818,92474,data/images/pyrrhocorax_graculus/cropped/170940831.jpg,2656.84
1501,77,170940811,Pyrrhocorax graculus,2019-07-31,7,Zermatt--Gornergrat,45.9833,7.7847,0.0,data/images/pyrrhocorax_graculus/original/170940811.jpg,3081,626818,92474,data/images/pyrrhocorax_graculus/cropped/170940811.jpg,2109.54
1502,79,168903221,Pyrrhocorax graculus,2019-05-18,5,Kleine Scheidegg,46.5866,7.9605,0.0,data/images/pyrrhocorax_graculus/original/168903221.jpg,2070,639997,159614,data/images/pyrrhocorax_graculus/cropped/168903221.jpg,1380.66
1503,80,168450471,Pyrrhocorax graculus,2019-06-25,6,Pilatus,46.9796,8.2544,0.0,data/images/pyrrhocorax_graculus/original/168450471.jpg,2019,662067,203492,data/images/pyrrhocorax_graculus/cropped/168450471.jpg,694.26
1504,81,168450461,Pyrrhocorax graculus,2019-06-25,6,Pilatus,46.9796,8.2544,0.0,data/images/pyrrhocorax_graculus/original/168450461.jpg,2019,662067,203492,data/images/pyrrhocorax_graculus/cropped/168450461.jpg,480.42
1505,82,167044891,Pyrrhocorax graculus,2019-07-05,7,Fronalpstock-Stoos walk,46.9695,8.637,0.0,data/images/pyrrhocorax_graculus/original/167044891.jpg,1901,691192,202743,data/images/pyrrhocorax_graculus/cropped/167044891.jpg,4072.82
1506,83,166890921,Pyrrhocorax graculus,2019-06-28,6,Pilatus,46.9796,8.2544,0.0,data/images/pyrrhocorax_graculus/original/166890921.jpg,2019,662067,203492,data/images/pyrrhocorax_graculus/cropped/166890921.jpg,481.64
1507,84,166890911,Pyrrhocorax graculus,2019-06-28,6,Pilatus,46.9796,8.2544,0.0,data/images/pyrrhocorax_graculus/original/166890911.jpg,2019,662067,203492,data/images/pyrrhocorax_graculus/cropped/166890911.jpg,448.24
1508,86,166882421,Pyrrhocorax graculus,2019-06-26,6,Kleine Scheidegg,46.5866,7.9605,4.0,data/images/pyrrhocorax_graculus/original/166882421.jpg,2070,639997,159614,data/images/pyrrhocorax_graculus/cropped/166882421.jpg,2972.77
1509,87,166881941,Pyrrhocorax graculus,2019-06-26,6,"3823, Fieschertal CH-Valais (46.5478,7.9814)",46.5478,7.9814,3.0,data/images/pyrrhocorax_graculus/original/166881941.jpg,3432,641628,155312,data/images/pyrrhocorax_graculus/cropped/166881941.jpg,717.48
1510,88,166324091,Pyrrhocorax graculus,2019-05-24,5,Rochers de Naye,46.4318,6.9764,0.0,data/images/pyrrhocorax_graculus/original/166324091.jpg,1951,564471,142378,data/images/pyrrhocorax_graculus/cropped/166324091.jpg,891.99
1511,90,165869031,Pyrrhocorax graculus,2011-06-11,6,Jungfraujoch - Sphinx,46.5474,7.9848,3.0,data/images/pyrrhocorax_graculus/original/165869031.jpg,3450,641889,155269,data/images/pyrrhocorax_graculus/cropped/165869031.jpg,947.51
1512,91,165868971,Pyrrhocorax graculus,2011-06-11,6,Jungfraujoch - Sphinx,46.5474,7.9848,3.0,data/images/pyrrhocorax_graculus/original/165868971.jpg,3450,641889,155269,data/images/pyrrhocorax_graculus/cropped/165868971.jpg,616.38
